8000.000000 1.1634111278E+00 2.1806725500E+04
7999.000000 1.1634111153E+00 2.1804000000E+04
7998.000000 1.1634111028E+00 2.1801274500E+04
7997.000000 1.1634110902E+00 2.1798549000E+04
7996.000000 1.1634110776E+00 2.1795823500E+04
7995.000000 1.1634110649E+00 2.1793098000E+04
7994.000000 1.1634110522E+00 2.1790372500E+04
7993.000000 1.1634110394E+00 2.1787647000E+04
7992.000000 1.1634110266E+00 2.1784921500E+04
7991.000000 1.1634110137E+00 2.1782196000E+04
7990.000000 1.1634110008E+00 2.1779470500E+04
7989.000000 1.1634109879E+00 2.1776745000E+04
7988.000000 1.1634109749E+00 2.1774019500E+04
7987.000000 1.1634109618E+00 2.1771294000E+04
7986.000000 1.1634109487E+00 2.1768568500E+04
7985.000000 1.1634109356E+00 2.1765843000E+04
7984.000000 1.1634109224E+00 2.1763117500E+04
7983.000000 1.1634109091E+00 2.1760392000E+04
7982.000000 1.1634108958E+00 2.1757666500E+04
7981.000000 1.1634108825E+00 2.1754941000E+04
7980.000000 1.1634108691E+00 2.1752215500E+04
7979.000000 1.1634108556E+00 2.1749490000E+04
7978.000000 1.1634108421E+00 2.1746764500E+04
7977.000000 1.1634108286E+00 2.1744039000E+04
7976.000000 1.1634108150E+00 2.1741313500E+04
7975.000000 1.1634108013E+00 2.1738588000E+04
7974.000000 1.1634107876E+00 2.1735862500E+04
7973.000000 1.1634107739E+00 2.1733137000E+04
7972.000000 1.1634107601E+00 2.1730411500E+04
7971.000000 1.1634107462E+00 2.1727686000E+04
7970.000000 1.1634107323E+00 2.1724960500E+04
7969.000000 1.1634107184E+00 2.1722235000E+04
7968.000000 1.1634107044E+00 2.1719509500E+04
7967.000000 1.1634106903E+00 2.1716784000E+04
7966.000000 1.1634106762E+00 2.1714058500E+04
7965.000000 1.1634106620E+00 2.1711333000E+04
7964.000000 1.1634106478E+00 2.1708607500E+04
7963.000000 1.1634106336E+00 2.1705882000E+04
7962.000000 1.1634106192E+00 2.1703156500E+04
7961.000000 1.1634106049E+00 2.1700431000E+04
7960.000000 1.1634105904E+00 2.1697705500E+04
7959.000000 1.1634105759E+00 2.1694980000E+04
7958.000000 1.1634105614E+00 2.1692254500E+04
7957.000000 1.1634105468E+00 2.1689529000E+04
7956.000000 1.1634105322E+00 2.1686803500E+04
7955.000000 1.1634105175E+00 2.1684078000E+04
7954.000000 1.1634105027E+00 2.1681352500E+04
7953.000000 1.1634104879E+00 2.1678627000E+04
7952.000000 1.1634104730E+00 2.1675901500E+04
7951.000000 1.1634104581E+00 2.1673176000E+04
7950.000000 1.1634104431E+00 2.1670450500E+04
7949.000000 1.1634104281E+00 2.1667725000E+04
7948.000000 1.1634104130E+00 2.1664999500E+04
7947.000000 1.1634103979E+00 2.1662274000E+04
7946.000000 1.1634103827E+00 2.1659548500E+04
7945.000000 1.1634103674E+00 2.1656823000E+04
7944.000000 1.1634103521E+00 2.1654097500E+04
7943.000000 1.1634103367E+00 2.1651372000E+04
